,text,Date,geometry,author_followers,retweets,replies,likes,quote_count,Subjectivity,Polarity,Analysis
36,Wait guys did the pya deactivate the wits src twitter page ?? 😳🤦🏾‍♂️,2017-12-29,POINT (28.6871158 -26.12703865),471,0,0,0,0,0.4089285714285714,0.22142857142857142,Positive
37,"@Zombie_Phil Your Challenger one got me into so much trouble at school. I drew the explosion and the teacher wasn't to happy about me, something of me being disrespectful or something.",2017-12-29,POINT (28.06061305 -26.058708),1847,0,1,0,0,1.0,0.4,Positive
38,"#FillUpDeDeur #5DaysOfGlory #CrossingOverInto2018
Today we had Back-to-school  prayer for our Students at DeDeur. Education is the Key to success, it will open doors for you. https://t.co/FVZ3TPzeNl",2017-12-29,POINT (27.98574025 -26.444662450000003),4168,5,1,25,0,0.0,0.0,Neutral
39,"one last visit to campus &amp; this view before leaving town tomorrow morning...
-
-
#NewJob #moving #academia #PhDlife #PhDchat #lecturer #roadtrip #UCT https://t.co/5NCUyypGqP",2017-12-29,POINT (18.4241 -33.9249),1139,1,0,7,0,0.23888888888888887,0.08611111111111111,Positive
40,"Yup, always taking our unofficial clothes ""@Colourphuza: Do u remember that one teacher who used to act like a principal at your school..""",2017-12-29,POINT (28.32572955 -26.56272195),3828,1,0,0,0,0.3833333333333333,0.049999999999999996,Positive
41,"@Vin_Gallo @mthombothi @Magda_Wierzycka We are tolerating white people who oppressed us, took our land, deprived us education and skills...who now lecture us about what we think",2017-12-29,POINT (30.97257945 -29.9006358),3903,0,1,0,0,0.5088888888888888,0.19666666666666663,Positive
42,@Moratwe_ Also think about what THEY sacrificed to make sure you didn’t go to bed hungry or even ensured your school fees are paid and that you are  clothed.,2017-12-29,POINT (28.06061305 -26.058708),69350,0,1,0,0,0.6000000000000001,0.15000000000000002,Positive
44,This judgment isn't a threat to Afrikaans. Ons praat die taal. Ons skryf in die taal. Ons sing in die taal. Ens. This judgment is simply a threat to exclusionary pedagogical policies that are a throwback to the 1950s and 1960s when universities were segregated formally.,2017-12-29,POINT (28.06061305 -26.058708),406121,555,59,977,29,0.42952380952380953,0.039047619047619046,Positive
45,"Institutional racism comes in many guises: linguistic chauvinism under the pretence of an inalienable right to mother tongue education at university is one such blunt tactic to exclude others. This constitutional court judgment is on point - bakgat, in fact, to use Afrikaans ☺",2017-12-29,POINT (28.06061305 -26.058708),406121,303,43,520,19,0.375,0.10416666666666667,Positive
47,"Think you not understanding my argument.. Take for example, in forways there is is a school call AISJ, people who teach ""foundation phase"" are people who are specialists not ""Bed graduates"" people with MSc and PhDs. What I'm saying is, the knowledge of the teacher it's important https://t.co/naAJmEFdRo",2017-12-29,POINT (28.248846149999995 -26.26501415),5468,0,1,0,0,0.3033333333333333,0.08,Positive
48,"That, could cover my rent
That, my vehicle installment
That, my son's school fees
That, my medical aid
Insurances 
Retail

Lemme stop 
😢😢💔😢😢 https://t.co/E0dsg0OtyS",2017-12-28,POINT (31.4685919 -28.887859449999997),23897,1,0,0,0,0.26666666666666666,-0.016666666666666666,Negative
49,"Let's try this again:
1) Miss Wits First Princess
2) Didn't burn down my apartment
3) Passed 2nd year
4) Dealt with my anxiety/depression 
5) Put myself first https://t.co/sDFkWeJvnY",2017-12-28,POINT (28.184066 -25.75260515),4855,0,1,16,2,0.0,0.0,Neutral
50,The same sister in law is making the lady's husband pay for her child's PRIVATE SCHOOL FEES yet his kids go to normal schools,2017-12-28,POINT (30.97257945 -29.9006358),1730,0,1,0,0,1.0,0.0,Neutral
51,"@DaddyFlexy @50cent Great album!! It basically describes us, our hard background, poverty and how we always stayed on the hustle. Made sure we get our education.Shout out to all my niggaz. @DaddyFlexy , Action, Fav P, Wesley, Musa, Preacher. We really went hard on hip hop in high school.",2017-12-28,POINT (30.990205449999998 -29.73844735),1118,0,0,0,0,0.4,0.2,Positive
52,"@RSApolitics No let’s wait for universities to re-open so that when chaos erupt because of his reckless free education rollout is expected. it needs to embarrass him as a seating Head of State, not someone else. He must tell us how he planned to roll it out",2017-12-28,POINT (28.10355085 -25.9884044),24,0,0,0,0,0.43333333333333335,0.21666666666666667,Positive
53,Next year I'm going into student accommodation. Affordable furnished ensuites,2017-12-28,POINT (27.968098050000002 -26.276138500000002),881,0,0,0,0,0.43333333333333335,0.21666666666666667,Positive
54,"University Graduate / Junior Worker
Entrepreneur
Got a nice car you bought
Serious about securing the bag
Got ambitions on buying property

If you’re female &amp; relate with the above, don’t be suprised to be single or struggling with men. The struggle is becoz you’re STRONGER💪🏽",2017-12-28,POINT (30.3537815 -29.6163998),15539,11,0,14,1,0.6875,-0.3125,Negative
55,@gumede783 @GodfreyZihlwele @SACP1921 Nonsense argument .Hear same argument by the conservative presenter @KienoKammies of @CapeTalk .Up until Grade 12 we did not pay tuition fees.Only a school fee optional.Never affected standards.We had little resources on top.,2017-12-28,POINT (18.4241 -33.9249),9123,0,0,0,0,0.6466666666666666,0.08666666666666667,Positive
56,"Isukile #Repost nelwah_xo (get_repost)
・・・
Last old school Friday Dance
sprytzpremiumlounge it's… https://t.co/Qm8kvGagPb",2017-12-28,POINT (30.3537815 -29.6163998),38891,0,0,1,0,0.5555555555555556,0.022222222222222237,Positive
57,"Dagga Muffins in grade 10... 

One hommie was still so high he went to school on a public holiday and slept in the school yard, teacher caught him and he snitched 😂 https://t.co/miIx2wgxQe",2017-12-27,POINT (30.3537815 -29.6163998),6526,2,1,0,0,0.49226190476190473,0.1797619047619048,Positive
58,@mjoniya_j @ThekgoSgaDiale @Msihles @Nape_MM NFSAS currently paying R3100 per bed double room as long as there’s compliance with minimum norms and standards for student accommodation,2017-12-27,POINT (28.10355085 -25.9884044),499,0,1,0,0,0.39999999999999997,-0.033333333333333326,Negative
59,"• a group took space muffins and someone ended up in hospital 
•a group drank alcohol on school property and got banned from the grade 11 dance. 

Etc. etc. https://t.co/8n5HC2qp0Y",2017-12-27,POINT (30.3537815 -29.6163998),12857,0,0,2,0,0.0,0.0,Neutral
60,"Turkana University to ensure education inclusiveness especially in Northern West region of Kenya and neighbouring countries @FredMatiangi @SDGaction @datapopalliance @Data4SDGs 

https://t.co/KScQrrdon4",2017-12-27,POINT (18.83334435 -33.928147949999996),2264,0,1,0,0,0.35000000000000003,0.025,Positive
61,"This one time all the teachers in the whole school had to have a photo taken and for one hour, all students were unsupervised, and anarchy reigned. It’s since been referred to as  “The Riot”. https://t.co/6FQzgflWxf",2017-12-26,POINT (18.4961166 -33.8234111),520,0,1,6,0,0.0,0.0,Neutral
62,"Julius Malema: Send your children to institutions of higher learning because there will be fee free education at Universities next year."" #EFFChristmasParty",2017-12-26,POINT (27.968098050000002 -26.276138500000002),6058,1,0,0,0,0.3333333333333333,0.25,Positive
64,Malema is urging parents to send children to institutions of higher learning because there will be fee free education at Universities next year.#EFFChristmasParty,2017-12-26,POINT (29.375138200000002 -23.848874799999997),47165,37,3,40,8,0.0,0.0,Neutral
65,"I need friends that can start a Stokvel with me we can start with a travelling stokvel./ school fees stokvel, business funding stokvel, grocery stokvel, uniform stokvel i mean this stokvel thing has worked for our parents whose in?",2017-12-26,POINT (27.968098050000002 -26.276138500000002),2809,2,2,5,0,0.0,0.0,Neutral
66,"@eNCA @SABCNewsOnline He was not only a musician, he was a leader from a young age. He was an SRC Leader at Meadowlands High School. #RIPRobbieMalinga",2017-12-26,POINT (27.89356105 -26.2161891),323,1,0,3,0,0.30000000000000004,-0.04999999999999999,Negative
67,Black student leader is telling the Black presenter the 'ideological question' needs to be resolved. Meaning from which departments should govt take the money from or will govt tax? Does not need any of these measures.Just print the money for free education.@shaeera_k @CapeTalk,2017-12-26,POINT (18.4241 -33.9249),9123,0,1,0,0,0.5399999999999999,0.16,Positive
68,A Black presenter on @CapeTalk does not know where the money for free education going to come from.Nor does the student he is speaking to right now.Even @shaeera_k .They listened to neo-classical economists who assumes on SCARCITY and INFLATION when constructing economic models. https://t.co/fwX6xVKwLA,2017-12-26,POINT (18.4241 -33.9249),9123,0,0,0,0,0.45454545454545453,0.17045454545454544,Positive
69,@YusufPeer1 Why? I am asking. I have never met them. They did not strike me as the modern and tech types. Or at least they are not portrayed as such,2017-12-25,POINT (28.06061305 -26.058708),5147,0,0,0,0,0.1375,0.075,Positive
70,@IamAkademiks Pay my university fees.,2017-12-25,POINT (18.595652049999998 -34.067997950000006),2380,0,0,0,0,0.0,0.0,Neutral
71,"Also on the Andile kaMajola song. That song is an old song I used to sing it at Sunday school, Andile only did few arrangement on it. If he wants to fight he must fight SAMRO and produce documents thats its his lyrics not arrangement. 

https://t.co/Xi7R96NkZy",2017-12-25,POINT (27.875271750000007 -26.2564214),50748,0,1,0,0,0.0,0.0,Neutral
72,Let me pay kids school fees. Merry Christmas 🎄,2017-12-25,POINT (27.317281350000002 -26.33659965),305,0,0,0,1,0.4714285714285715,0.11190476190476188,Positive
73,Struggle to let go of mine coz it was a gift from my brother in law for my first year in university https://t.co/0kk35oZTV6,2017-12-25,POINT (18.4241 -33.9249),5454,0,0,0,0,0.8450000000000001,0.45499999999999996,Positive
74,"Mum usually buys us presents yazi 😂she stopped last year, private school fees are her gift shem. https://t.co/YoLBkNcwro",2017-12-24,POINT (27.968098050000002 -26.276138500000002),1675,0,0,0,0,0.0,0.0,Neutral
75,"Mum’s Christmas gift to my sister is school fees, stationery, textbooks and table device. A practical Queen. ♥️",2017-12-24,POINT (27.968098050000002 -26.276138500000002),1675,1,0,1,2,0.45999999999999996,0.268125,Positive
76,@queenlelo_m Does the award come with Wits fees?,2017-12-24,POINT (18.4241 -33.9249),1321,0,1,0,0,0.8666666666666667,0.4666666666666666,Positive
78,"@NWUMafikeng How much is the registration fee of NWU, the prospectus is really confusing me.",2017-12-24,POINT (28.184066 -25.75260515),4853,0,0,0,0,0.55,0.375,Positive
79,😂😂😂 This just reminded me of high school. We had a teacher we used to call Dragon lady 😂😂 https://t.co/Gqhh5DatsP,2017-12-24,POINT (30.41105445 -30.798998599999997),6327,0,1,0,0,0.5399999999999999,0.16,Positive
80,"They be feeling the pressure from us. 🔥
Now they throw shades hoping we ain't gonna come up.
New school is the shvt! https://t.co/roUECaWd63",2017-12-24,POINT (18.572995900000002 -33.98216975),3503,0,0,1,0,0.0,0.0,Neutral
81,"Going back to school second week of Jan. I’ve been in school for so many years, missing registration dates and I’m unbothered. I give zero Fs 🤣🙃🙃🙃",2017-12-24,POINT (18.4241 -33.9249),5454,0,0,1,1,0.8,0.4,Positive
82,It me and my friends from school my dance teem at school 😎😎😎 yeah man 👌✌✌✌ https://t.co/kFDAdR567R,2017-12-24,POINT (27.875271750000007 -26.2564214),41,0,0,0,0,0.25,0.25,Positive
83,The University of the Western Cape #UWC will be increasing its fees for next year by 8% #FeesMustFall,2017-12-23,POINT (26.213109600000003 -29.10658805),651,0,0,0,0,0.0,0.0,Neutral
85,"I feel like you could have made a good teacher yaz, not a single student would fuck with you 😆😆 @Sneshy_Weshy",2017-12-23,POINT (31.0337358 -29.717402550000003),26410,0,0,0,0,0.0,0.0,Neutral
86,"That’s very true, but having two parents as teachers, having a uniform, lunch and payed school fees can’t be nothing https://t.co/FSXqErcRI1",2017-12-23,POINT (25.3786172 -33.816201449999994),14496,0,0,0,1,0.0,0.0,Neutral
87,"If your parents could pay for school fees, lunch and school uniform can we say a person came from nothing? I studied with people who couldn’t afford school fees seR20, now those are the people who came from nothing https://t.co/ARqQMsdL3T",2017-12-23,POINT (25.3786172 -33.816201449999994),14496,0,0,0,0,0.0,0.0,Neutral
88,"Hhaa mina back in high school I had this indian teacher who was teaching us tourism ei loya mama she used to say ""I don't like your kind"" ngangimedane kuthi angimbulale ngeMpama straight!! That racist b*tch 😡 https://t.co/ll1cp4squN",2017-12-23,POINT (30.97257945 -29.9006358),1089,0,0,0,0,0.0,0.0,Neutral
89,@Mngxitama He didn't announce free education. The Uni  is a stand alone entity they determine  their own opex. Gov will fund the grants not say ALL UNIVERSITIES are now free no tuition fees across the board,2017-12-23,POINT (27.968098050000002 -26.276138500000002),364,0,1,1,0,0.7875,0.04999999999999999,Positive
90,"When your family asks those irritating q’s 

Why you gain so much ?
When you finishing school?
When you getting married?

Throw it back!!

“That’s why Malume left you talk to0 much”
“Why is ur daughter on 3 kids at 21”
“Why you still broke”

Stand up for yourself!",2017-12-22,POINT (28.06061305 -26.058708),1486,0,0,3,1,0.5833333333333333,-0.125,Negative
91,Meet our newest signer! Conrad is a multigenerational native Deaf signer from Cali. He’s currently in grad school for Bilingual Deaf Education.  We are so thrilled to have him join our team! #asl #deaf #signlanguage #deafculture #bilingual #deaftalent https://t.co/bwtOAet0RE,2017-12-22,POINT (18.4241 -33.9249),9534,7,0,42,0,0.21428571428571427,-0.07142857142857142,Negative
92,Kana I have a friend who was bricked by a teacher in high school 🤦🏽‍♀️,2017-12-22,POINT (27.227749850000002 -25.703477300000003),3968,0,0,5,1,0.35,0.3,Positive
93,And UCT is increasing fees with 8% next year... #FeesMustFall,2017-12-22,POINT (28.06061305 -26.058708),8965,0,0,0,0,0.5,-0.09999999999999999,Negative
94,A tuition increase of 8%‚ an accommodation increase of 10% for residences‚ and a 12% increase for residence meal options for 2018 by the University of Cape Town (UCT). Free education???,2017-12-22,POINT (26.519740000000002 -33.2983435),1509,0,0,0,0,0.5,0.0,Neutral
95,"@moloko_flo0419 Yoh my mother is so next level, she will go to school ekseni (teacher) lunchtime she comes and shouts that no-one cooked. 
Ethi makabuya after school dinner better be cooked or else...",2017-12-22,POINT (30.97257945 -29.9006358),958,1,0,1,0,0.485,0.11499999999999999,Positive
96,*Max Price* just announced an 8% increase in UCT fees. You can’t write this stuff.,2017-12-22,POINT (27.968098050000002 -26.276138500000002),11424,0,0,2,0,0.9375,0.3,Positive
97,"19 YEARS Later and my high school teacher still looks young, fresh and clean. This man hasn’t aged AT ALL. Definitely made my day!
(Yes I’m old, now vokoff!🤣)",2017-12-22,POINT (29.4770012 -23.9162345),3649,0,0,1,1,0.7666666666666666,0.022222222222222237,Positive
99,"August 2017

Women's month gift from Steers S.A.

Friday profile interview with Azania.

International convention on Abortion access in Uruguay. 

Extra-curricula Sexuality education session with Sefako Makgatho University students. https://t.co/TNqTw2kycr",2017-12-22,POINT (27.968098050000002 -26.276138500000002),127213,0,1,11,0,0.65,0.325,Positive
100,"Tell me, after paying the house, car, grocery, school fees, water &amp; electricity, tax... What's left? https://t.co/lxmY3yb59q",2017-12-22,POINT (28.184066 -25.75260515),2534,0,0,0,0,0.8,0.4,Positive
101,This is the former Deputy President of UFS SRC 😂😂😂 https://t.co/tKzjp61rXO,2017-12-22,POINT (18.52963285 -33.9458506),5370,0,0,1,1,0.5,-0.1875,Negative
102,"@MYANC @GPSACP @_cosatu @SAPresident JAYENDRA WAS APPOINTED AS A SUPERVISORY BOARD DIRECTOR OF STEINHOFF INTERNATIONAL HOLDINGS N.V. ON 14 MARCH 2017.
Having been an activist in student and community organisations and struggles in South Africa, Jayendra became a full-time trade union organiser in 1981.",2017-12-21,POINT (27.968098050000002 -26.276138500000002),5738,1,1,1,0,0.6,0.5,Positive
103,My fees are outstanding njani? Yazi I'm tired fighting with Wits https://t.co/muRiDTuQJs,2017-12-21,POINT (31.399741249999998 -28.577959200000002),1030,0,0,0,0,0.85,-0.5625,Negative
104,"I’ve been fighting since January;university  admission and registration were TOUGH.I was told I was not competent enough for the program.I had to go through all that HURT for the Breakthrough to happen and for me to say GOD you is working,I see you.”I Xikwembu xa masingita 😭❤️",2017-12-21,POINT (27.968098050000002 -26.276138500000002),5454,1,0,16,0,0.575,-0.012499999999999997,Negative
105,"If this man was a varsity lecturer for ang of my course load, I'd probably have never missed a single lecture",2017-12-21,POINT (28.184066 -25.75260515),604,0,1,0,0,0.611111111111111,0.25,Positive
106,"The @AdmytMe app at Kenilworth Centre is a hit and miss affair. Think I’m better off deleting my registration and taking a parking ticket, old school style",2017-12-21,POINT (18.4241 -33.9249),521,0,1,0,0,0.4133333333333333,-0.06666666666666667,Negative
107,"Your ANC goes to campaign in rural areas our villages where you find one school teacher in a class that has grade 2,3,4&amp;5 learners. Promising textbooks, corrupt people that are deployed not delivering etc. I'm not talking about something I've not seen. #ANC54",2017-12-21,POINT (28.058601700000004 -25.77982425),1807,0,0,0,0,0.0,0.0,Neutral
108,#throwbackthursday with bronwynprobert taken earlier this year #student #uct #dance #dancer… https://t.co/hFqh0YXos1,2017-12-21,POINT (18.4241 -33.9249),325,0,0,0,0,0.575,-0.4,Negative
109,"@JesseKenya @wmnjoya @JamesOleKiyiapi But does the education system, knowing what we know now, prepare our kids for the current reality of no jobs, high youth unemployment and or no University? We also need to stop making universities as the only way to success.",2017-12-20,POINT (28.06061305 -26.058708),2311,0,0,0,0,0.0,0.0,Neutral
110,"Your fav institution is sending students sms's revoking their placements because they have outstanding fees. 

Tuks of niks. 

Wow.",2017-12-20,POINT (27.875271750000007 -26.2564214),69,0,1,2,0,0.375,0.0,Neutral
111,"[BREAKING NEWS] Asked if she was admitting that consultations were not held with universities ahead of Zuma’s fee free education announcement? Naledi Pandor answered, “how would I make such an admission if I did not make the announcement? That would surely be ridiculous”. #ANC54",2017-12-20,POINT (27.968098050000002 -26.276138500000002),249331,154,30,219,13,0.26666666666666666,0.13333333333333333,Positive
112,Agree with the ANC policy that each school should teach at least 1 ethnic language... our kids are drowning with English and Afrikaans in private education,2017-12-20,POINT (28.184066 -25.75260515),1611,0,0,0,0,0.5,0.25,Positive
113,#ANC54 Pandor says an urgent meeting will be convened with universities to discuss the financing of free higher education. TK,2017-12-20,POINT (27.968098050000002 -26.276138500000002),781577,3,1,4,0,0.0,0.0,Neutral
114,What I’m gathering from Naledi Pandor re the announcement of free education is that no consultations with the universities and there’s no funding model in place for this yet #ANC54,2017-12-20,POINT (24.7638326 -28.7456859),14496,6,1,8,0,0.5,0.5,Positive
115,"I’m at @Vodacom at Campus Square and just for committing to 24 months on a little phone for Langa, I’ve now also just given away school fees",2017-12-20,POINT (27.968098050000002 -26.276138500000002),276,0,0,0,0,0.48333333333333334,0.20000000000000004,Positive
116,"@youbabyandi Love school hey. Ks stationery pack was R5000, Jacks R4000 and Emma's R2500 😱 that doesn't even include fees",2017-12-20,POINT (28.184066 -25.75260515),4225,0,2,0,0,0.43333333333333335,0.19999999999999998,Positive
117,I want three but I hear that school fees mad expensive. 😩 https://t.co/jvLhqBvPpA,2017-12-20,POINT (28.184066 -25.75260515),420,0,0,0,0,0.30000000000000004,0.35,Positive
118,If there was a “So Sharp: Dance Squad” at/ around UCT I would be the happiest person alive 😭,2017-12-20,POINT (27.8575825 -33.02201395),562,0,0,0,0,0.74375,0.04375000000000001,Positive
121,"NWU needs to do better, the are Womxn like Nthabiseng Pooe(Former  SRC SG, Con Court Clerk, LLM graduate from UCLA, Section 27 Senior Research) @TshohanaM (Masters Candidate, First &amp; only Woman SRC President. @KbMokoene ( Lecturer UJ, Hons Sociology grad, Masters Candidate. https://t.co/Vkg1FzsZjV",2017-12-20,POINT (27.7250096 -26.2820773),3624,9,1,5,1,0.425,-0.07499999999999998,Negative
122,"@MYANC @_cosatu @CosatuGS @irvinjimsa1 @zizikodwa I begged my REGION oh I want to go to political school. YOU KNOW BLACKS MOS, GATES. LOCKS. I GET MY POLITICAL EDUCATION FROM @LouisFarrakhan , @DrUmarJohnson_l THAN I DISCOVERED THE BLACK MAN WITH THE ONLY PLAN FOR BLACK EMPOWERNMENT DR CLAUDE ANDERSON",2017-12-20,POINT (27.968098050000002 -26.276138500000002),5738,0,1,0,0,0.8,0.4,Positive
123,"@mzwandileMasina But also you need to go claim your school fees, what are you saying mara ""waiting"" or ""wasting""🤔🤔 don't worry we can afford data. Just waiting for to vacant office",2017-12-20,POINT (28.205185599999997 -25.3601022),3147,0,0,0,0,0.0,0.0,Neutral
124,"TOMATOES!!!🍅
A teacher asked her students to bring some tomatoes in a plastic bag to school.
🍅Each tomato was to be given the name of a person whom that child hates.
🍅So, the number of tomatoes would be equal to the number of persons they hate.",2017-12-20,POINT (30.9683366 -25.484198599999996),2810,0,1,1,0,0.0,0.0,Neutral
125,Yes! School leadership needs to demonstrate their willingness to learn and embrace change  #ADEchst https://t.co/txjSocTD4G,2017-12-19,POINT (28.06061305 -26.058708),4853,1,0,3,1,0.0,0.0,Neutral
127,@Tina_R12 Private schools just keep pushing it! The school fees were already increased in September after we enrolled her. 😐,2017-12-19,POINT (28.06061305 -26.058708),5312,0,1,0,0,0.66625,0.49,Positive
128,Rachel must go back to school next year... Zuma said free education.  @SkeemSaam3 #SkeemSaam,2017-12-19,POINT (27.87429235 -26.14271175),608,0,0,0,0,0.9,0.2,Positive
129,".@Harvard signs Memorandum of Understanding w/ Cuban Ministry of Higher Education, renewing commitment b/w the university &amp; the Ministry to facilitate faculty and student #research and study in #Cuba 🇨🇺https://t.co/o7rJyavshp",2017-12-19,POINT (28.184066 -25.75260515),11672,0,0,2,0,0.0,0.0,Neutral
130,Make them 54. I gave out 6 today. No university fees can stand on our way🤘🏾💪🏿 https://t.co/PkBEqfmoER,2017-12-19,POINT (29.4770012 -23.9162345),5454,1,0,1,0,0.6,-0.3,Negative
131,"@Subz_84 @NdabaShandu @VuyoYekani @NomalangaSA Couple of years ago my now accountant was in debt with UKZN fees, the Jacob Zuma foundation settled his bill and many others fu",2017-12-19,POINT (30.236196300000003 -29.52400075),2266,0,0,0,0,0.15,0.18333333333333335,Positive
