,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5054,6998069,710,SAF12502,12502,2020-03-09,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,Daily Dispatch,Subnational,"On 9 March 2020, more than 1000 Buffalo City College students in East London (Buffalo City, Eastern Cape) barricaded roads with burning branches and rubble, demanding their living and accommodation allowances. Police fired stun grenades and rubber bullets to disperse the crowd. [size=more than 1000]",0,1585000467,ZAF
5055,6998269,710,SAF12505,12505,2020-03-09,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Free State,Lejweleputswa,Matjhabeng,Welkom,-27.9833,26.7333,1,News24 (South Africa),National,"On 9 March 2020, students demonstrated at the Central University of Technology, Free State (CUT) in Welkom (Lejweleputswa, Free State), over delayed NSFAS payments. According to reports, the demonstration was characterised by incidents of violence, intimidation, threats and victimisation of employees and fellow students, and property destruction. [size=no report]",0,1585000468,ZAF
5059,8008600,710,SAF12503,12503,2020-03-09,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umkhanyakude,Jozini,Jozini,-27.4296,32.0666,1,Daily Sun (South Africa),National,"On 9 March 2020, students demonstrated at the Zwelenkosi High School in Jozini (uMkhanyakude, KwaZulu-Natal), demanding an accounting teacher. [size=no report]",0,1622068025,ZAF
5068,6994112,710,SAF12476,12476,2020-03-06,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,EWN,National,"On 6 March 2020, violent demonstration action involving students was reported at the Cape Peninsula University of Technology (CPUT) in Cape Town (City of Cape Town, Western Cape). The demonstration was linked to residence and catering issues. [size=no report]",0,1584396903,ZAF
5069,6998268,710,SAF12500,12500,2020-03-06,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Free State,Lejweleputswa,Matjhabeng,Welkom,-27.9833,26.7333,1,News24 (South Africa),National,"On 6 March 2020, students demonstrated at the Central University of Technology, Free State (CUT) in Welkom (Lejweleputswa, Free State), over delayed NSFAS payments. According to reports, the demonstration was characterised by incidents of violence, intimidation, threats and victimisation of employees and fellow students, and property destruction. [size=no report]",0,1585000468,ZAF
5070,6982276,710,SAF12464,12464,2020-03-05,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,Daily Dispatch,Subnational,"On 5 March 2020, students from University of Fort Hare and Walter Sisulu University marched in East London (Buffalo City, Eastern Cape) to hand over a memorandum relating to student debt, skills development and bursaries. [size=no report]",0,1583789987,ZAF
5074,6994114,710,SAF12475,12475,2020-03-05,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,EWN,National,"On 5 March 2020, violent demonstration action involving students was reported at the Cape Peninsula University of Technology (CPUT) in Cape Town (City of Cape Town, Western Cape). The demonstration was linked to residence and catering issues. [size=no report]",0,1584396903,ZAF
5075,6998267,710,SAF12499,12499,2020-03-05,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Free State,Lejweleputswa,Matjhabeng,Welkom,-27.9833,26.7333,1,News24 (South Africa),National,"On 5 March 2020, students demonstrated at the Central University of Technology, Free State (CUT) in Welkom (Lejweleputswa, Free State), over delayed NSFAS payments. According to reports, the demonstration was characterised by incidents of violence, intimidation, threats and victimisation of employees and fellow students, and property destruction. [size=no report]",0,1585000468,ZAF
5078,6982179,710,SAF12454,12454,2020-03-04,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg,-26.2023,28.0436,1,Sowetan (South Africa); Citizen (South Africa); Times (South Africa),National,"On 4 March 2020, students demonstrated at the University of the Witwatersrand, Johannesburg (City of Johannesburg, Gauteng), demanding more accommodation for students. [size=100]",0,1583789986,ZAF
5081,6982523,710,SAF12458,12458,2020-03-04,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 4 March 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618503796,ZAF
5083,6994079,710,SAF12473,12473,2020-03-04,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Bethelsdorp,-33.8886,25.5124,1,Daily Sun (South Africa),National,"On 4 March 2020, students blocked the TVET College campus gates in Bethelsdorp (Nelson Mandela Bay, Eastern Cape), after the college said they would fail if they didn't write tests and hand in assignments due to ongoing demonstrations over NSFAS payments. [size=no report]",0,1584396903,ZAF
5084,6994115,710,SAF12474,12474,2020-03-04,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,EWN,National,"On 4 March 2020, violent demonstration action involving students was reported at the Cape Peninsula University of Technology (CPUT) in Cape Town (City of Cape Town, Western Cape). The demonstration was linked to residence and catering issues. [size=no report]",0,1584396903,ZAF
5085,6998261,710,SAF12498,12498,2020-03-04,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Free State,Lejweleputswa,Matjhabeng,Welkom,-27.9833,26.7333,1,News24 (South Africa),National,"On 4 March 2020, students demonstrated at the Central University of Technology, Free State (CUT) in Welkom (Lejweleputswa, Free State), over delayed NSFAS payments. According to reports, the demonstration was characterised by incidents of violence, intimidation, threats and victimisation of employees and fellow students, and property destruction. [size=no report]",0,1585000468,ZAF
5087,7734944,710,SAF12456,12456,2020-03-04,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 4 March 2020, about 70 parents and students demonstrated in front of the Joe Slovo Primary School in Port Elizabeth (Nelson Mandela Bay, Eastern Cape), demanding a fence around the school. The demonstration has been ongoing since last Monday. [size=about 70]",0,1615249506,ZAF
5089,8008605,710,SAF12453,12453,2020-03-04,2020,1,Riots,Mob violence,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,Uthungulu,uMhlathuze,KwaDlangezwa,-28.858,31.8411,1,Times (South Africa); Daily Dispatch,National,"On 4 March 2020, a student service building was set alight at the University of Zululand in KwaDlangezwa (uThungulu, KwaZulu-Natal). This incident follows the setting alight of a police vehicle at the campus during a demonstration on Monday. [size=no report]",0,1622068025,ZAF
5094,6982509,710,SAF12448,12448,2020-03-03,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 3 March 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618503827,ZAF
5096,6998262,710,SAF12497,12497,2020-03-03,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Free State,Lejweleputswa,Matjhabeng,Welkom,-27.9833,26.7333,1,News24 (South Africa),National,"On 3 March 2020, students demonstrated at the Central University of Technology, Free State (CUT) in Welkom (Lejweleputswa, Free State), over delayed NSFAS payments. According to reports, the demonstration was characterised by incidents of violence, intimidation, threats and victimisation of employees and fellow students, and property destruction. [size=no report]",0,1585000468,ZAF
5097,7518705,710,SAF12444,12444,2020-03-03,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Bellville,-33.9,18.6333,1,News24 (South Africa); Citizen (South Africa),National,"On 3 March 2020, about 300 students demonstrated at the Cape Peninsula University of Technology's (CPUT) Bellville campus (City of Cape Town, Western Cape). Seventeen vehicles were stoned and windows of the engineering building were broken. The demonstration was linked to residence and catering issues. [size=about 300]",0,1611019285,ZAF
5098,7734971,710,SAF12447,12447,2020-03-03,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 3 March 2020, about 70 parents and students demonstrated in front of the Joe Slovo Primary School in Port Elizabeth (Nelson Mandela Bay, Eastern Cape), demanding a fence around the school. The demonstration has been ongoing since February 24. [size=about 70]",0,1615249506,ZAF
5099,8008607,710,SAF12446,12446,2020-03-03,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,GroundUp,National,"On 3 March 2020, Technical and Vocational Education and Training (TVET) students demonstrated at the gates of the college in Pietermaritzburg (uMgungundlovu, KwaZulu-Natal), demanding their NSFAS allowance and accommodation payments. [size=no report]",0,1622068025,ZAF
5100,6982174,710,SAF12431,12431,2020-03-02,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Ga-Rankuwa,-25.6169,27.9947,1,Daily Sun (South Africa); News24 (South Africa),National,"On 2 March 2020, students demonstrated at the Tshwane University of Technology campus in Ga-Rankuwa (City of Tshwane, Gauteng). The demonstration was over NSFAS payment issues, student housing, the phasing out of certain programmes, and transport issues. [size=no report]",0,1583789986,ZAF
5102,6982176,710,SAF12440,12440,2020-03-02,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Soshanguve,-25.4729,28.0992,1,News24 (South Africa); Daily Sun (South Africa),National,"On 2 March 2020, students demonstrated at the Tshwane University of Technology campus in Soshanguve (City of Tshwane, Gauteng). The demonstration was over NSFAS payment issues, student housing, the phasing out of certain programmes, and transport issues. [size=no report]",0,1583789986,ZAF
5106,6982277,710,SAF12430,12430,2020-03-02,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,Daily Dispatch,Subnational,"On 2 March 2020, more than a thousand students from University of Fort Hare and Walter Sisulu University marched in East London (Buffalo City, Eastern Cape), demanding the removal of the vice-chancellors. [size=more than thousand]",0,1583789987,ZAF
5108,6982290,710,SAF12438,12438,2020-03-02,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Daily Sun (South Africa),National,"On 2 March 2020, students barricaded the entrance of the Tshwane University of Technology Pretoria West Campus (City of Tshwane, Gauteng) with burning tyres and stones. The demonstration was over the university enterprise holding. [size=no report]",0,1583789987,ZAF
5109,6982525,710,SAF12439,12439,2020-03-02,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 2 March 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618503866,ZAF
5112,6994110,710,SAF12472,12472,2020-03-02,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,EWN,National,"On 2 March 2020, violent demonstration action involving students was reported at the Cape Peninsula University of Technology (CPUT) in Cape Town (City of Cape Town, Western Cape). The demonstration was linked to residence and catering issues. [size=no report]",0,1584396903,ZAF
5113,6998264,710,SAF12496,12496,2020-03-02,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Free State,Lejweleputswa,Matjhabeng,Welkom,-27.9833,26.7333,1,News24 (South Africa),National,"On 2 March 2020, students demonstrated at the Central University of Technology, Free State (CUT) in Welkom (Lejweleputswa, Free State), over delayed NSFAS payments. According to reports, the demonstration was characterised by incidents of violence, intimidation, threats and victimisation of employees and fellow students, and property destruction. [size=no report]",0,1585000468,ZAF
5114,7734958,710,SAF12437,12437,2020-03-02,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 2 March 2020, about 70 parents and students demonstrated in front of the Joe Slovo Primary School in Port Elizabeth (Nelson Mandela Bay, Eastern Cape), demanding a fence around the school. The demonstration has been ongoing since February 24. [size=about 70]",0,1615249506,ZAF
5115,8008608,710,SAF12427,12427,2020-03-02,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,Uthungulu,uMhlathuze,KwaDlangezwa,-28.858,31.8411,1,Daily Dispatch; Mercury (South Africa),National,"On 2 March 2020, students set alight a police vehicle and a food truck during a demonstration at the University of Zululand at the main campus in Ongoye in KwaDlangezwa (uThungulu, KwaZulu-Natal). The demonstrators demanded to have their own student representative council. [size=no report]",0,1622068025,ZAF
5116,8008609,710,SAF12428,12428,2020-03-02,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,Times (South Africa),National,"On 2 March 2020, about 100 students gathered to protest outside the Durban High Court (eThekwini, KwaZulu-Natal) over the case of a man accused of killing a student. [size=about 100]",0,1622068025,ZAF
5117,8008610,710,SAF12436,12436,2020-03-02,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,GroundUp,National,"On 2 March 2020, Technical and Vocational Education and Training (TVET) students demonstrated at the gates of the college in Pietermaritzburg (uMgungundlovu, KwaZulu-Natal), demanding their NSFAS allowance and accommodation payments. [size=no report]",0,1622068025,ZAF
5124,8008611,710,SAF12422,12422,2020-03-01,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,Uthungulu,uMhlathuze,KwaDlangezwa,-28.858,31.8411,1,Times (South Africa),National,"On 1 March 2020, a container was set alight during student demonstrations at the University of Zululand in KwaDlangezwa (uThungulu, KwaZulu-Natal). The demonstration was over NSFAS payment issues. [size=no report]",0,1622068025,ZAF
5128,6978049,710,SAF12373,12373,2020-02-28,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,Zwelitsha,-32.92,27.4259,1,Daily Dispatch,Subnational,"On 28 February 2020, Lovedale TVET college students demonstrated in Zwelitsha (Buffalo City , Eastern Cape), demanding more lecturers and toilets, improved living conditions, and increased NSFAS funding for students. [size=no report]",0,1583194353,ZAF
5132,6982529,710,SAF12419,12419,2020-02-28,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 28 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618503988,ZAF
5134,7734947,710,SAF12418,12418,2020-02-28,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 28 February 2020, about 70 parents and students demonstrated in front of the Joe Slovo Primary School in Port Elizabeth (Nelson Mandela Bay, Eastern Cape), demanding a fence around the school. The demonstration has been ongoing since February 24. [size=about 70]",0,1615249506,ZAF
5135,8008614,710,SAF12417,12417,2020-02-28,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,GroundUp,National,"On 28 February 2020, Technical and Vocational Education and Training (TVET) students demonstrated at the gates of the college in Pietermaritzburg (uMgungundlovu, KwaZulu-Natal), demanding their NSFAS allowance and accommodation payments. [size=no report]",0,1622068025,ZAF
5136,6977915,710,SAF12366,12366,2020-02-27,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Amathole,Raymond Mhlaba,Alice,-32.7875,26.8344,1,Daily Dispatch; Sowetan (South Africa),Subnational,"On 27 February 2020, more than a thousand University of Fort Hare students demonstrated at the court in Alice (Amathole, Eastern Cape), demanding the release of 11 students who were arrested during a demonstration. [size=more than a thousand]",0,1618504025,ZAF
5138,6978044,710,SAF12367,12367,2020-02-27,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,Daily Dispatch,Subnational,"On 27 February 2020, University of Fort Hare students barricaded roads with burning rubble in East London (Buffalo City, Eastern Cape). Cars were pelted with stones and a truck was looted. The demonstration was over students not being able to study due to outstanding registration fees. Police used pepper spray to disperse the crowd. Police arrested 11 students for public violence. [size=at least 11]",0,1583194353,ZAF
5140,6982521,710,SAF12415,12415,2020-02-27,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 27 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618504025,ZAF
5141,6994129,710,SAF12471,12471,2020-02-27,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,West Coast,Swartland,Malmesbury,-33.4613,18.7186,1,GroundUp,National,"On 27 February 2020, students demonstrated at West Coast College in Malmesbury (West Coast, Western Cape) over unpaid NSFAS funding allowance payments. [size=no report]",0,1584396903,ZAF
5143,7734938,710,SAF12414,12414,2020-02-27,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 27 February 2020, about 70 parents and students demonstrated in front of the Joe Slovo Primary School in Port Elizabeth (Nelson Mandela Bay, Eastern Cape), demanding a fence around the school. The demonstration has been ongoing since February 24. [size=about 70]",0,1615249505,ZAF
5144,8008615,710,SAF12413,12413,2020-02-27,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,GroundUp,National,"On 27 February 2020, Technical and Vocational Education and Training (TVET) students demonstrated at the gates of the college in Pietermaritzburg (uMgungundlovu, KwaZulu-Natal), demanding their NSFAS allowance and accommodation payments. [size=no report]",0,1622068025,ZAF
5146,6977909,710,SAF12352,12352,2020-02-26,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Amathole,Raymond Mhlaba,Alice,-32.7875,26.8344,1,Sowetan (South Africa); Daily Dispatch,Subnational,"On 26 February 2020, University of Fort Hare students barricaded roads with burning rubble in Alice (Amathole, Eastern Cape). The demonstration was over students not being able to study due to outstanding registration fees. Police have arrested 11 demonstrators. [size=at least 11]",0,1618504060,ZAF
5148,6977914,710,SAF12363,12363,2020-02-26,2020,1,Protests,Protest with intervention,Protesters (South Africa),Students (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Citizen (South Africa); Sowetan (South Africa),National,"On 26 February 2020, TUT students demonstrated in Pretoria (City of Tshwane, Gauteng). The demonstration was over unpaid monthly allowances and poor conditions at student accommodations. Police used stun grenades and rubber bullets to disperse the crowd. [size=no report]",0,1583194353,ZAF
5153,6982517,710,SAF12411,12411,2020-02-26,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 26 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618504061,ZAF
5157,7734949,710,SAF12410,12410,2020-02-26,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 26 February 2020, about 70 parents and students demonstrated in front of the Joe Slovo Primary School in Port Elizabeth (Nelson Mandela Bay, Eastern Cape), demanding a fence around the school. The demonstration has been ongoing since February 24. [size=about 70]",0,1615249506,ZAF
5158,8008616,710,SAF12409,12409,2020-02-26,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,GroundUp,National,"On 26 February 2020, Technical and Vocational Education and Training (TVET) students demonstrated at the gates of the college in Pietermaritzburg (uMgungundlovu, KwaZulu-Natal), demanding their NSFAS allowance and accommodation payments. [size=no report]",0,1622068025,ZAF
5159,8645914,710,SAF12359,12359,2020-02-26,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Mpumalanga,Ehlanzeni,City of Mbombela,Mbombela,-25.4667,30.9667,1,Laevelder Lowvelder,Subnational,"On 26 February 2020, University of Mpumalanga students barricaded the entrance of the university with tools, concrete bins, bricks and other materials in Mbombela, formerly known as Nelspruit (Ehlanzeni, Mpumalanga). The demonstration was over NSFAS allowance not being paid, exam remarks and the academic exclusion of five students who were expelled. [size=no report]",0,1637024694,ZAF
5165,6978019,710,SAF12343,12343,2020-02-25,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Amathole,Raymond Mhlaba,Alice,-32.7875,26.8344,1,Citizen (South Africa),National,"On 25 February 2020, University of Fort Hare students demonstrated at the Alice campus (Amathole, Eastern Cape) over security issues after two students were killed. [size=no report]",0,1618504104,ZAF
5168,6978334,710,SAF12348,12348,2020-02-25,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Sowetan (South Africa),National,"On 25 February 2020, TUT students demonstrated in Pretoria (City of Tshwane, Gauteng). The demonstration was over unpaid monthly allowances and poor living conditions at student accommodations. [size=no report]",0,1583194354,ZAF
5169,6982513,710,SAF12407,12407,2020-02-25,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 25 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618504088,ZAF
5171,7734936,710,SAF12406,12406,2020-02-25,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 25 February 2020, about 70 parents and students demonstrated in front of the Joe Slovo Primary School in Port Elizabeth (Nelson Mandela Bay, Eastern Cape), demanding a fence around the school. The demonstration has been ongoing since February 24. [size=about 70]",0,1615249505,ZAF
5176,6978018,710,SAF12340,12340,2020-02-24,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Citizen (South Africa),National,"On 24 February 2020, TUT students demonstrated in Pretoria (City of Tshwane, Gauteng), over unpaid monthly allowances and poor student living conditions. [size=no report]",0,1583194353,ZAF
5178,6982524,710,SAF12404,12404,2020-02-24,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,Sowetan (South Africa),National,"On 24 February 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds. [size=no report]",0,1618504121,ZAF
5182,7734951,710,SAF12403,12403,2020-02-24,2020,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 24 February 2020, about 70 parents and students demonstrated in front of the Joe Slovo Primary School in Port Elizabeth (Nelson Mandela Bay, Eastern Cape), demanding a fence around the school. [size=no report]",0,1615249506,ZAF
5185,8008619,710,SAF12335,12335,2020-02-24,2020,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,Daily Dispatch,National,"On 24 February 2020, more than 50 eThekwini College students barricaded the N2 in Durban (eThekwini, KwaZulu-Natal) with burning rubble and reportedly pelted vehicles with stones. The demonstration was over funding issues. [size=more than 50]",0,1622068025,ZAF
